abatacepte;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;ORENCIA;250 MG PO LIOF INJ CT FA + SER DESC;0;SIM
acetato de dexametasona;KLEY HERTZ S.A. INDÚSTRIA E COMÉRCIO;DEXAMETAX;1 MG/G CREM DERM CT BG AL X 10 G;10,8;NÃO
acetato de dexametasona, cloridrato de piridoxina, cloridrato de tiamina, cianocobalamina;MERCK S/A ;DEXA CITONEURIN;SOL INJ EST 3 AMP VD INC X 2 ML + 3 AMP VD INC X 1 ML;23,9;NÃO
acetato de dexametasona, cloridrato de piridoxina, cloridrato de tiamina, cianocobalamina;INSTITUTO TERAPÊUTICO DELTA LTDA;CIANOTRAT;2500MCG/ML+50MG/ML+50MG/ML SOL INJ CT 1 AMP VD INC X 2 ML + 4MG/ML SOL INJ CT 1 AMP VD INC X 1ML;8,93;NÃO
acetato de dexametasona, cloridrato de piridoxina, cloridrato de tiamina, cianocobalamina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEXACOBAL;SOL INJ CT 3 AMP X 2 ML + 3 AMP X 1 ML;30,1;NÃO
acetato de dexametasona, clotrimazol;EMS SIGMA PHARMA LTDA;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;10MG/G + 0,4MG/G CREM DERM CT BG AL X 40G;15,78;NÃO
acetato de dexametasona, clotrimazol;BAYER S.A;BAYCUTEN N;1% CREM DERM CT BG X 40 G;24,63;NÃO
acetato de dexametasona, clotrimazol;LABORATÓRIO KINDER LTDA;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;10 MG/G + 0,4 MG/G CR DERM CT BG AL X 40 G ;14,4;NÃO
acetato de dexametasona, clotrimazol;GERMED FARMACEUTICA LTDA;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;10MG/G + 0,4MG/G CREM DERM CT BG AL X 40G;15,59;NÃO
acetato de dexametasona, clotrimazol;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;CLOTRIMAZOL + AC.DEXAMETASONA;10 MG/G + 0,4 MG/G CREM DERM CT BG AL X 40 G ;15,91;NÃO
acetato de dexametasona, clotrimazol;EMS S/A ;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;10MG/G + 0,4MG/G CREM DERM CT BG AL X 40G;15,88;NÃO
acetato de dexametasona, clotrimazol;PRATI, DONADUZZI & CIA LTDA;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;10 MG/G + 0,4 MG/G CREM DERM CT BG AL X 40G;15,89;NÃO
acetato de dexametasona, fosfato dissódico de dexametasona;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;DUO-DECADRON;8 MG/ML + 2 MG/ML SUS INJ CT FA VD INC X 1 ML + SER DOS  ;7,65;NÃO
acetato de dexametasona, fosfato dissódico de dexametasona;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;DUO-DECADRON;8 MG/ML + 2 MG/ML SUS INJ CT FA VD INC X 2 ML + SER DOS ;15,32;NÃO
acetato de dextroalfatocoferol;EMS SIGMA PHARMA LTDA;SIGMACALCIDOL;1,00 MCG CAP GEL MOLE CT FR PLAS OPC X 30 ;196,12;NÃO
acetato de dextroalfatocoferol;EMS SIGMA PHARMA LTDA;SIGMACALCIDOL;0,25 MCG CAP GEL MOLE CT FR PLAS OPC X 30 ;77,59;NÃO
acetato de dextroalfatocoferol;AIRELA INDÚSTRIA FARMACÊUTICOS LTDA;ABFOR GERIN;COM REV CT FR PLAS OPC X 30;45,62;NÃO
acetato de dextroalfatocoferol;EUROFARMA LABORATÓRIOS LTDA;EMAMA;400 MG CAP GEL MOLE CT BL AL PLAS INC X 10 ;7,32;NÃO
acetato de fludrocortisona;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;FLORINEFE;0,1 MG COM CT FR VD AMB X 100;197,05;NÃO
acetato de fluormetolona;LATINOFARMA INDÚSTRIAS FARMACÊUTICAS LTDA;FLUTINOL;1 MG/ML SUS OFT CT FR PLAS TRANS GOT X 5 ML   ;22,42;NÃO
acetato de fluormetolona;ALCON LABORATORIOS DO BRASIL LTDA;FLORATE;1,0 MG/ML SUS OFT CT 1 FR PLAS GOT X 5 ML;22,98;NÃO
acetato de ganirrelix;SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA;ORGALUTRAN;0,5 MG/ML SOL INJ CT SER VD PREENCHIDA X 0,5 ML;281,26;NÃO
acetato de glatirâmer;TEVA FARMACÊUTICA LTDA.;COPAXONE;20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML;5298,85;NÃO
acetato de glatirâmer;LABORATÓRIOS BIOSINTÉTICA LTDA;COPAXONE;20 MG PÓ LIOF INJ CT 28 FA + 28 AMP DIL + 29 SER +29 AG + 88 SAC;5298,85;NÃO
acetato de gosserrelina;ASTRAZENECA DO BRASIL LTDA;ZOLADEX;3,6 MG DEPOT + SER CT ENV AL POLIET X 1;774,86;NÃO
acetato de gosserrelina;ASTRAZENECA DO BRASIL LTDA;ZOLADEX LA;10,8 MG DEPOT + SER CT ENV AL POLIET X 1;1983,93;NÃO
acetato de hidrocortisona;INTENDIS DO BRASIL FARMACÊUTICA LTDA;BERLISON;10 MG/G CREM DERM CT BG AL X 15 G ;10,42;NÃO
acetato de hidrocortisona;INTENDIS DO BRASIL FARMACÊUTICA LTDA;BERLISON;10 MG/G POM DERM CT BG AL X 30 G;18,73;NÃO
acetato de hidrocortisona;INTENDIS DO BRASIL FARMACÊUTICA LTDA;BERLISON;10 MG/G POM DERM CT BG AL X 15 G;10,42;NÃO
acetato de hidrocortisona;INTENDIS DO BRASIL FARMACÊUTICA LTDA;BERLISON;10 MG/G CREM DERM CT BG AL X 30 G;18,73;NÃO
acetato de hidrocortisona;LABORATÓRIO TEUTO BRASILEIRO S.A.;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 30 G ;12,18;NÃO
acetato de hidrocortisona;LABORATÓRIO TEUTO BRASILEIRO S.A.;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CX 50 BG AL X 30 G (EMB HOSP);0;SIM
acetato de hidrocortisona;LABORATÓRIO TEUTO BRASILEIRO S.A.;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 15 G ;6,76;NÃO
acetato de hidrocortisona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ACETATO DE HIDROCORTISONA;10 MG/ G CREM DERM CT BG AL X 20 G;7,17;NÃO
acetato de hidrocortisona;THERASKIN FARMACÊUTICA LTDA.;THERASONA;CREME BISN. C/ 25 GR;18,3;NÃO
acetato de hidrocortisona;ATIVUS FARMACÊUTICA LTDA;ACETATO DE HIDROCORTISONA;10 MG/G POM DERM CT BG AL X 30 G;12,15;NÃO
acetato de hidrocortisona;ATIVUS FARMACÊUTICA LTDA;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 30 G;11,18;NÃO
acetato de hidrocortisona;ATIVUS FARMACÊUTICA LTDA;ACETATO DE HIDROCORTISONA;10 MG/G POM DERM CT BG AL X 15 G;6,77;NÃO
acetato de hidroxocobalamina, uridina, citidina;LABORATÓRIO GROSS S.A;ETNA;1,0 MG + 2,5 MG + 1,5 MG CAP DURA CT BL AL PLAS TRANS X 50;87,15;NÃO
acetato de hidroxocobalamina, uridina, citidina;LABORATÓRIO GROSS S.A;ETNA;1,0 MG + 2,5 MG + 1,5 MG PO LIOF SOL INJ CT 6 FA VD AMB + 6 AMP DIL VD TRANS X 2 ML;110,54;NÃO
acetato de hidroxocobalamina, uridina, citidina;LABORATÓRIO GROSS S.A;ETNA;1,0MG + 2,5MG + 1,5MG PO LIOF SOL INJ CT 3 FA VD AMB + 3 AMP DIL VD TRANS X 2 ML;55,27;NÃO
acetato de hidroxocobalamina, uridina, citidina;LABORATÓRIO GROSS S.A;ETNA;1,0 MG + 2,5 MG + 1,5 MG CAP GEL DURA CT BL AL PLAS INC X 20 ;34,86;NÃO
Acetato de Icatibanto;SHIRE HUMAN GENETIC THERAPIES FARMACÊUTICA LTDA;FIRAZYR;10 MG/ML CT 01 SER X 3 ML + AGULHA;6941,72;NÃO
acetato de lanreotida;BEAUFOUR IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL;90 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML ;3313,81;NÃO
acetato de lanreotida;BEAUFOUR IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL;60 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML ;3083,6;NÃO
acetato de lanreotida;BEAUFOUR IPSEN FARMACEUTICA LTDA;SOMATULINE AUTOGEL;120 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,5 ML ;3313,81;NÃO
acetato de leuprorrelina;ZODIAC PRODUTOS FARMACÊUTICOS S.A;ELIGARD;7,5 MG SUSP INJ CT SACHE C/ SER B + SACHE C/ SER A DIL + AGULHA + DESSEC ;0;SIM
acetato de leuprorrelina;ZODIAC PRODUTOS FARMACÊUTICOS S.A;ELIGARD;22,5 MG SUS INJ CT SACHE C/ SER B + SACHE C/ SER A DIL + AGULHA + DESSEC ;0;SIM
acetato de leuprorrelina;ZODIAC PRODUTOS FARMACÊUTICOS S.A;ELIGARD;7,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS INC SER B + AGU + SER A DIL + ÊMBOLO + 2 DESSEC;1694,97;NÃO
acetato de leuprorrelina;ZODIAC PRODUTOS FARMACÊUTICOS S.A;ELIGARD;22,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS INC SER B + AGU + SER A DIL + ÊMBOLO + 2 DESSEC;3893,79;NÃO
acetato de leuprorrelina;ABBOTT LABORATÓRIOS DO BRASIL LTDA;LUPRON;5,0 MG/ML SOL INJ PT PLAS OPC  FA VD INC X 2,8 ML + 14 SER;732,39;NÃO
acetato de leuprorrelina;ABBOTT LABORATÓRIOS DO BRASIL LTDA;LUPRON DEPOT;11,25 MG PO LIOF INJ ESTOJO FA VD INC + DIL UENTE AMP VD INC X 2,0 ML + 1 SER + 2 AGU;1986,66;NÃO
acetato de leuprorrelina;ABBOTT LABORATÓRIOS DO BRASIL LTDA;LUPRON DEPOT;7,5 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AGU ;1729,54;NÃO
acetato de leuprorrelina;ABBOTT LABORATÓRIOS DO BRASIL LTDA;LUPRON DEPOT;22,5 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AGU;3973,26;NÃO
acetato de leuprorrelina;ABBOTT LABORATÓRIOS DO BRASIL LTDA;LUPRON DEPOT;3,75 MG PO LIOF INJ CX FA VD INC + DILUENTE + SER + 2 AGU;615,41;NÃO
acetato de leuprorrelina;LABORATORIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;LORELIN DEPOT;3.75 MG PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML;0;SIM
acetato de leuprorrelina;LABORATORIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;LORELIN DEPOT;7.50 MG PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML + 1 SER + 2 AGU + MAT P/ ASSEP ;943,21;NÃO
acetato de leuprorrelina;SANDOZ DO BRASIL INDUSTRIA FARMACÊUTICA LTDA;LECTRUM;3,75 MG PO LIOF INJ CT FA VD INC AMP DIL X 1,5 ML + SER + 2 AGU;584,63;NÃO
acetato de leuprorrelina;SANDOZ DO BRASIL INDUSTRIA FARMACÊUTICA LTDA;LECTRUM;7,50 MG PO LIOF INJ CT FA VD INC AMP DIL X 1,5 ML + SER + 2 AGU;1512,26;NÃO
acetato de medroxiprogesterona;PRODUTOS FARMACÊUTICOS MILLET ROUX LTDA;CYCLOFEMI;25 MG/0,5ML + 5 MG/0,5ML SUS INJ CT AMP VD INC;25,67;NÃO
acetato de medroxiprogesterona;PRODUTOS FARMACÊUTICOS MILLET ROUX LTDA;CYCLOFEMI;25 MG + 5 MG SUS INJ CX 50 AMP VD INC X 0,5 ML;25,67;NÃO
acetato de medroxiprogesterona;PRODUTOS FARMACÊUTICOS MILLET ROUX LTDA;CYCLOFEMI;25 MG/0,5ML + 5 MG/0,5ML SUS INJ CT AMP VD INC;25,67;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;DEPO PROVERA;150 MG/ML SUS INJ CT FA VD INC X 1 ML;26,92;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;DEPO PROVERA;50 MG/ML SUS INJ CT FA VD INC X 1 ML;10,48;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;DEPO PROVERA;150 MG/ML SUS INJ CT BL PLAS PLAS INC X SER VD INC PREENC X 1 ML + AG DESC;34,86;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;FARLUTAL;10,0 MG COM CT  BL AL PLAS INC X 14;24,54;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;FARLUTAL;5,0 MG COM CT BL AL PLAS INC X 20;16,34;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;FARLUTAL;5,0 MG COM CT  BL AL PLAS INC X 14;12,26;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;FARLUTAL;10,0 MG COM CT  BL AL PLAS INC X 10;16,26;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;FARLUTAL;2,5 MG COM CT BL AL PLAS INC X 14;6,22;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;PROVERA;10 MG COM CT BL AL PLAS INC X 14;25,18;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;PROVERA;2,5 MG COM CT BL AL PLAS INC X 14;6,26;NÃO
acetato de medroxiprogesterona;LABORATÓRIOS PFIZER LTDA;PROVERA;5,0 MG COM CT BL AL PLAS INC X 14;12,56;NÃO
acetato de medroxiprogesterona;BUNKER INDÚSTRIA FARMACÊUTICA LTDA;ACEMEDROX;10 MG COM CT BL AL PLAST INC X 5;8,17;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;DEPOMÊS;25 MG/ML + 5 MG/ML SUS INJ CT 3 AMP VD AMB X 1 ML;62,97;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT FA VD INC X 3,3 ML;66,33;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT AMP VD INC X 3,3 ML;66,33;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;50 MG/ML SUS INJ CT AMP VD INC X 1 ML;9,96;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT SER PREENCH X 1 ML;28,47;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT AMP VD INC X 1 ML;22,1;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT 25 AMP VD INC X 1 ML (EMB HOSP);0;SIM
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT FA VD INC X 1 ML + SER DESC;26,92;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT 25 FA VD INC X 1 ML (EMB HOSP);0;SIM
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;50 MG/ML SUS INJ CT FA VD INC X 1 ML;9,96;NÃO
acetato de medroxiprogesterona;BIOLAB SANUS FARMACÊUTICA LTDA;MEDROGEST;150 MG/ML SUS INJ CT FA VD INC X 1 ML;22,1;NÃO
acetato de medroxiprogesterona;EMS S/A ;ACETOFLUX;10 MG COM CT BL AL PLAS INC X 14;20,78;NÃO
acetato de medroxiprogesterona;EMS S/A ;ACETOFLUX;10 MG COM CT BL AL PLAS INC X 5 ;8,56;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;50 MG/ML SUS INJ CT AMP VD INC X 1 ML;10,46;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;150 MG/ML SUS INJ CT SER PREENCHIDA X 1 ML;27,34;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;150 MG/ML SUS INJ CT FA VD INC X 1 ML + SER + AGULHA;26,92;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;150 MG/ML SUS INJ CT FA VD INC X 1 ML;26,86;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;150 MG/ML SUS INJ CT AMP VD INC X 1 ML;26,86;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;150 MG/ML SUS INJ CT 25 FA VD INC X 1 ML (EMB HOSP);0;SIM
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;50 MG/ML SUS INJ CT FA VD INC X 1 ML;10,46;NÃO
acetato de medroxiprogesterona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DEMEDROX;150 MG/ML SUS INJ CT 25 AMP VD INC X 1 ML;658,13;NÃO
acetato de medroxiprogesterona;LIBBS FARMACÊUTICA LTDA;REPOGEN CICLO;0,625 MG + 5MG COM VER + 0,625MG COM VER CT BL AL PLAS INC X 14 + 14;41,06;NÃO
acetato de medroxiprogesterona;LIBBS FARMACÊUTICA LTDA;REPOGEN CONTI;0,625 MG + 2,5 MG COM REV CT BL AL PLAS INC X 28;41,06;NÃO
acetato de medroxiprogesterona;LIBBS FARMACÊUTICA LTDA;SELECTA;0,45 MG + 1,5 MG COM REV CT BL AL PLAS INC X 28 CALEND;45,7;NÃO
acetato de medroxiprogesterona, valerato de estradiol;SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA;DILENA;11 COMP BRANCOS + 10 COMP AZUIS CARTUCHO 1 BL ALUM;51,64;NÃO
acetato de megestrol;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;MEGESTAT;160 MG COM CT FR VD AMB X 30;239,05;NÃO
acetato de megestrol;LABORATORIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;FEMIGESTROL;160 MG COM CT 3 BL AL PLAS INC X 10;0;SIM
acetato de metilprednisolona;LABORATÓRIOS PFIZER LTDA;DEPO-MEDROL;40 MG/ML SUS INJ CT FA VD INC X 2 ML ;12,48;NÃO
acetato de metilprednisolona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PREDI-MEDROL;40 MG / ML SUS INJ CT FA VD INC X 2 ML;11,74;NÃO
acetato de nafarrelina;LABORATÓRIOS PFIZER LTDA;SYNAREL;2 MG/ML SOL NAS CT FR VD + PLAS OPC X 8 ML +VALV;692,88;NÃO
acetato de nafarrelina;ZODIAC PRODUTOS FARMACÊUTICOS S.A;SYNAREL;2 MG/ML SOL NAS CT FR VD + PLAS OPC X 8 ML + VALV;663,37;NÃO
acetato de nomegestrol;MERCK S/A ;LUTENIL;5 MG COM CT CART BL AL PLAS INC X 14;58,39;NÃO
acetato de nomegestrol;MERCK S/A ;LUTENIL;5 MG COM CT CART BL AL PLAS INC X 10;43,76;NÃO
acetato de noretisterona;SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;PRIMOLUT NOR;10 MG COM CT BL AL PLAS INC X 30;15,94;NÃO
acetato de noretisterona, etinilestradiol;SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;PRIMOSISTON;2 MG + 0,01 MG COM CT BL AL PLAS INC X 30;8,23;NÃO
acetato de octreotida;SUN FARMACÊUTICA LTDA;OCTRIDE;0,10 MG/ML SOL INJ CT AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;OCTRIDE;0,10 MG/ML SOL INJ CT 5 AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;OCTRIDE;0,05 MG/ML SOL INJ CT AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;OCTRIDE;0,05 MG/ML SOL INJ CT 5 AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;ACETATO DE OCTREOTIDA;0,05 MG/ML SOL INJ CT 5 AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;ACETATO DE OCTREOTIDA;0,1 MG/ML SOL INJ CT AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;ACETATO DE OCTREOTIDA;0,1 MG/ML SOL INJ CT 5 AMP VD INC X 1 ML;0;SIM
acetato de octreotida;SUN FARMACÊUTICA LTDA;ACETATO DE OCTREOTIDA;0,05 MG/ML SOL INJ CT AMP VD INC X 1 ML;0;SIM
acetato de octreotida;NOVARTIS BIOCIÊNCIAS S.A;SANDOSTATIN LAR;30 MG PO P/ SUS INJ CT FA VD INC + 1 SER DIL X 2,5 ML + SIST APLIC ;8695,65;NÃO
acetato de octreotida;NOVARTIS BIOCIÊNCIAS S.A;SANDOSTATIN LAR;10 MG PO P/ SUS INJ CT FA VD INC + 1 SER DIL X 2,5 ML + SIST APLIC ;4187,12;NÃO
acetato de octreotida;NOVARTIS BIOCIÊNCIAS S.A;SANDOSTATIN LAR;20 MG PO P/ SUS INJ CT FA VD INC + 1 SER DIL X 2,5 ML + SIST APLIC ;6441,26;NÃO
acetato de potássio, acetato de sódio, acetato de magnésio, prolina, cloridrato de ornitina, glicose, cloridrato de cisteína, acetiltirosina, glicina, alanina, serina, ácido aspártico, ácido glutâmico, tirosina, leucina, metionina, fenilalanina, ácido mál;CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA;PNA TM 16 ;10% + 50% SOL INJ CT BOLS PLAS CAMARA DUPLA X 1800 ML;0;SIM
acetato de potássio, acetato de sódio, prolina, glicose, glicina, alanina, serina, glicerol, ácido aspártico, ácido glutâmico, leucina, metionina, fenilalanina, levovalina, treonina, triptofana, isoleucina, arginina, cloreto de sódio;LABORATÓRIOS B.BRAUN S.A;NUTRIFLEX LIPID SPECIAL;EMU INJ IV CX 5 BOLS PLAS CAMARA TRIPLA X 1875 ML;3763,04;NÃO
acetato de prednisolona;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;PRED MILD;1,2 MG/ML SUS OC  FR PLAS OPC GOT X 10 ML;33,51;NÃO
acetato de prednisolona;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;PRED MILD;1,2 MG/ML SUS OFT FR PLAS OPC GOT X 5 ML;16,75;NÃO
acetato de prednisolona;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;PRED-FORT;10 MG/ML SUS OC FR PLAS OPC GOT X 5 ML;32,35;NÃO
acetato de prednisolona;LATINOFARMA INDÚSTRIAS FARMACÊUTICAS LTDA;OFTPRED;10 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML;31,03;NÃO
acetato de prednisolona;ALCON LABORATORIOS DO BRASIL LTDA;ACET.DE PREDNISOLONA;10,0 MG/ML SUS OFT CT FR PLAS OPC CGT X 5 ML;19,74;NÃO
acetato de prednisolona;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;PRELONE;20 MG COM CT BL AL/AL X 10;19,57;NÃO
acetato de prednisolona;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;PRELONE;3 MG/ML SOL OR CT FR PLAS OPC X 60 ML + PIPETA DOSADORA;18,14;NÃO
acetato de prednisolona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;STER;10 MG/ML SUS OFT CT FR PLAS OPC GOT X 10 ML;54,31;NÃO
acetato de prednisolona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;STER;10 MG/ML SUS OFT CT PLAS  OPC GOT X 5 ML;18,53;NÃO
acetato de prednisolona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;STER;1,2 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML;15,23;NÃO
acetato de prednisolona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;STER;1,2 MG/ML SUS OFT CT FR PLAS OPC GOT X 10 ML;30,46;NÃO
acetato de prednisona, rifamicina;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;RIFOCORT;1,5 MG/G + 5 MG/G POM DERM CT BG AL X 10 G;13,78;NÃO
acetato de racealfatocoferol;EMS SIGMA PHARMA LTDA;E-TABS;400 UI CAP GEL MOLE CT FR PLAS OPC X 30;24,1;NÃO
acetato de racealfatocoferol;EMS SIGMA PHARMA LTDA;E-TABS;1.000 UI CAP GEL MOLE CT FR PLAS OPC X 30;51,71;NÃO
acetato de retinol;BAYER S.A.;AROVIT;50000 UI DRG CT BL AL PLAS AMB X 30;6,21;NÃO
acetato de retinol, cloranfenicol, metionina;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;EPITEZAN;POM OFT CT BG X 3,5 G;10,42;NÃO
acetato de retinol, cloranfenicol, metionina;LATINOFARMA INDÚSTRIAS FARMACÊUTICAS LTDA;REGENCEL;10.000 UI/G + 25 MG/G + 5 MG/G + 5 MG/G POM OFT CT BG AL X 3,5 G;10,17;NÃO
acetato de retinol, cloranfenicol, metionina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;REGENOM;POM OFT CT BG AL X 3,5 G;10,22;NÃO
acetato de retinol, cloridrato de piridoxina, acetato de dextroalfatocoferol;MERCK S/A ;ESCLEROVITAN;DRG EST CART BL AL PLAS INC X 30;19,16;NÃO
acetato de retinol, cloridrato de piridoxina, colecalciferol;LABORATÓRIO FARMACÊUTICO VITAMED LTDA;HAAR INTERN;COMP CX C/ 3 BL X 20 FR 30ML;60,29;NÃO
acetato de retinol, cloridrato de tiamina, colecalciferol, citrato de cálcio, riboflavina;JANSSEN-CILAG FARMACÊUTICA LTDA;RARICAL;COM REV CT FR VD AMB X 50;39,95;NÃO
acetato de retinol, colecalciferol;SANOFI-AVENTIS FARMACÊUTICA LTDA;ADEROGIL D3;4400UI/ML + 22000UI/ML SOL OR CT 50 AMP VD INC X 3 ML;98,85;NÃO
acetato de retinol, colecalciferol;SANOFI-AVENTIS FARMACÊUTICA LTDA;ADEROGIL D3;4400UI/ML + 22000UI/ML SOL OR CT 3 AMP VD INC X 3 ML;5,99;NÃO
acetato de retinol, colecalciferol;NYCOMED PHARMA LTDA;AD-TIL;50.000 + 10.000 UI/ML SOL OR CT FR PLAS AMB GOT X 10 ML;6,48;NÃO
acetato de retinol, selenato de sódio, pantotenato de cálcio, fumarato ferroso, ácido ascórbico, nitrato de tiamina, adenosina, biotina, ácido fólico, cianocobalamina, betacaroteno, acetato de racealfatocoferol, riboflavina, inositol, nicotinamida;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;GERIATON;COM REV CT FR PLAS BCO X 30;47,13;NÃO
acetato de sódio triidratado;CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA;ACETATO DE SÓDIO;2 MEQ/ML SOL INJ IV CX 50 AMP VD INC X 10 ML;0;SIM
